Previsão,Real
11435.28215770475,11490.0
3208.5363753486736,1489.0
1355.0914455853676,1375.0
3189.0940579166263,2580.0
3720.0692729015527,4200.0
2311.0507740142516,2200.0
2504.3897960509685,2000.0
3246.0433083323705,1700.0
2466.8828630672715,1900.0
14894.565352444759,12000.0
16043.863702910361,12500.0
1317.5845126016707,890.0
7523.518357999894,4100.0
1225.2313713745177,1530.0
2986.3231599106707,2100.0
3616.181213532873,3170.0
1317.5845126016707,1800.0
928.0042899691211,1000.0
11850.834395179469,13560.0
3370.898161811816,3000.0
2134.2518908504667,1550.0
928.0042899691211,1450.0
979.9483196534611,900.0
798.1442157582713,1420.0
17606.611248678393,15000.0
8011.981419269719,9500.0
5174.502104063071,3500.0
5117.552853647326,4200.0
1355.0914455853676,1350.0
9700.162384010768,10000.0
1355.0914455853676,1275.0
12500.134766233718,9500.0
11210.96590009446,15000.0
590.3680970209116,777.0
3246.0433083323705,3010.0
2934.3791302263307,2680.0
2903.4018946527567,2415.0
1317.5845126016707,980.0
3875.901361954572,7270.0
1317.5845126016707,2000.0
3448.8142063383257,3800.0
4005.7614361654223,2650.0
1947.4425662238723,1060.0
1005.9203344956311,1800.0
4617.554874235974,4500.0
4057.705465849762,5400.0
798.1442157582713,800.0
1057.864364179971,900.0
2695.625775915397,1750.0
7584.894263653473,5500.0
1317.5845126016707,935.0
5356.30620795826,7000.0
4383.806740656445,3550.0
3486.3211393220226,2900.0
2259.106744329912,2200.0
2986.3231599106707,2400.0
798.1442157582713,1000.0
3552.7022657070056,2040.0
3189.0940579166263,2000.0
850.0882454426112,1550.0
1947.4425662238723,1900.0
3895.3436793866194,3100.0
876.0602602847812,1100.0
9066.823586335879,5000.0
17785.513174014468,15000.0
616.3401118630816,1500.0
3630.6183102335153,2499.0
6286.293521544974,7500.0
3838.394428970875,2913.0
3838.394428970875,2850.0
2299.515855872725,1770.0
3512.293154164193,2500.0
